title,rating,body,author,date
"Está bien,sin más.","4,0 de 5 estrellas","A ver… está chula, para ponerte unos expresos,mola, pero para los que bebemos tazas enormes de café… es un quiero y no puedo. Pero eso si, va estupendamente.",Ramón Torres,Revisado en España el 13 de julio de 2024
Buena máquina para los cafeteros,"4,0 de 5 estrellas","Me encanta hacer café con esta máquina. Queda espumoso y más ecológico que el de cápsulas. Si eres cafetero y te gusta probar mezclas, esta máquina te servirá.
Tiene también para calentar la leche.",Manel,Revisado en España el 24 de junio de 2024
Genial,"5,0 de 5 estrellas","Hace un café fantástico, mejor que en según que bar.",f-traxx,Revisado en España el 19 de julio de 2024
"Cumpre a função, mas é barulhenta","4,0 de 5 estrellas",Estou satisfeito com a compra e não me arrependo. Mas vale deixar claro que a máquina é um pouco barulhenta.,Renan P.,Revisado en España el 20 de mayo de 2024
preciosa,"5,0 de 5 estrellas",a mi marido le encanta como sale el cafe,Noelia,Revisado en España el 12 de junio de 2024
Buena cafetera,"4,0 de 5 estrellas","Después de un mes usándola aprovecho para poner un comentario de la experiencia.
Si cumples con las instrucciones de preparado de la cafetera el sabor a plástico del que hablan en algunos comentarios no es tanto. Sí es cierto que las primeras tiradas de café tienen un poco de regusto pero después con el uso desaparece.

Viene con dos tamaños de carga, el pequeño es demasiado pequeño, quizás para un expreso demasiado expreso. Yo siempre uso el ""grande"" solo para hacer 1 café. Es decir, que si quiero hacer dos cafés, uso una carga del grande para cada uno. El pequeño lo tengo guardado en un cajón y no creo que lo use. En resumidas cuentas, si vives sólo o en pareja va perfecta.

Y hablando del café, sale rico.
Comentar que sale con mucha crema, si no te gusta el café con crema, definitivamente no sería tu cafetera ideal.

Y por último, el vaporizador. Para lo pequeño que es me sorprendió la cantidad de espuma que le saca a la leche. Va bastante bien. Eso sí, tienes que esperar un poco a que suba la temperatura de la máquina para usarlo pero es rápida.

La única pega: no tiene temporizador a la hora de sacar el café. Es decir, tienes que pararlo manualmente con la cantidad que quieras. Si te pasas se agua y si no llegas se queda corto de café. Pero bueno, con el uso aprendes a controlar los segundos, cuestión de práctica.

En general la recomiendo. Además visualmente es muy bonita y fácil de limpiar.",An,Revisado en España el 6 de febrero de 2022
Bonita estetica,"5,0 de 5 estrellas","Hace buen café,es bonita,lo malo es el ruido,entrega a los dos dias",Susana,Revisado en España el 28 de abril de 2024
Está bien para el precio que tiene,"4,0 de 5 estrellas","Bueno, después de estar un mes utilizándola creo que puedo hacer la reseña. He estado leyendo comentarios sobre el sabor a plástico; si sigues las instrucciones de primer uso y la purgas como se debe no pasa. Partiendo de la base de que es una cafetera manual pues es mucho más sucia que una de cápsulas o una italiana ya que por mucho cuidado que tengas, algo se grano o de poso de café va a caer. El tiempo en el que se calienta para que puedas hacer el café es el mismo tiempo que tarda una de cápsulas. Es una cafetera que no da para meter una taza alta, es para vasos de café cortado. Tienes que pillarle el truco en cuanto a cuanto café poner y cuanto prensarlo, que tipo dd café comprar, etc pero una vez pillado es bastante funcional a parte de preciosa, obvio.",Andrea gm,Revisado en España el 18 de febrero de 2022
Contento a medias,"4,0 de 5 estrellas","La primera cafetera que pedí no funcionaba y la devolví para adquirí otra. Amazon me devolvió el dinero y como este modelo de cafetera me encanta la volví a adquirir. La Segunda cafetera funciona y hace un café magnífico pero pierde agua por la parte de atrás. Tras revisar el motivo observó que el dispositivo donde se pincha el depósito ejerce mucha resistencia y el depósito no acaba de bajar del todo quedando levemente levantado soltando agua.
Con un peso sobre el depósito el problema se soluciona, por no volver a realizar la devolución decidí quedármela y adquirir una goma grande que sujeta con firmeza el depósito a la base resolviendo el problema.

En conclusión contento a medias, el café bueno pero en el detalle el producto no ha dado la talla.",CIV,Revisado en España el 1 de febrero de 2022
No sabe a plástico para nada,"4,0 de 5 estrellas","En Amazon todavía la tengo en envío, pero la verdad es que me llegó el viernes. El café sale estupendo, para nada a plástico, hay que seguir las instrucciones. La única pega que veo es que se tarda más en hacer el café.
Yo antes tenia una de cápsulas, se paraba sola, me avisaba cuando había que descalcificar, cuando se quedaba sin agua.
Esta es para gente que no tenga mucha prisa por la mañana, pero bueno, todo sea por el planeta",rosa diez martinez,Revisado en España el 16 de octubre de 2022
no lo recomiendo,"2,0 de 5 estrellas","El diseño es hermoso, funcionó bien durante seis meses, luego algo salió mal, el café empezó a saber a agua con granos de café, como si no hubiera sido preparado, era imposible beberlo.",Anastasia Dias Solar,Revisado en España el 25 de abril de 2024
Experiencia dudosa - Gran café,"5,0 de 5 estrellas","La compré hace dos semanas y estoy dudando si devolverla.
El café es realmente bueno, pero ya he experimentado algunos incovenientes con la bomba, que no tira café, a pesar de seguir la guía de precalentamiento de la cafetera al pie de la letra y limpiarla en cada uso.
A veces la bomba se atasca o no tiene potencia y no tira café ni agua.
El diseño es bonito, pero al apretar el cazo tienes que sujetar la cafetera con la otra mano, el vaporizador se desmonta solo, no hay juntas de goma entre las piezas de plástico y aunque no es ruidosa, vibra mucho. Seguiré usandola de prueba, aún no se si me la quedaré. Contactaré al soporte técnico a ver qué me comentan.

Edito años después, me cambiaron un filtro y se arregló el problema, muy amable el soporte técnico.

Sigue funcionando de 10, una maravilla de café",Juan Diaz Iniesta,Revisado en España el 10 de diciembre de 2021
Gran estética y buen funcionamiento,"4,0 de 5 estrellas","Nos detacantamos por esta cafetera por su éstetica retro. Me decepcioné un poco con los materiales, pensé que tendría más metal y es prácticamente todo plástico. A pesar de eso, los cafés tienen buen sabor, y es cómoda de usar. Para los muy cafeteros puede que se queda algo corta, ya que suelen ser cafés suaves, y no tienes mucha variedad para ajustar el tipo de café que quieras.

Volvería a comprarlo. Es pequeño, bonito, y cumple su función ahorrando hacer una cafetera para un solo café por la mañana.",Ivan,Revisado en España el 11 de febrero de 2022
Hace un café crema muy rico,"3,0 de 5 estrellas","Positivo:
* Hace un café rico, muy cremoso.
* Tiene un diseño retro elegante con un color rojo llamativo.
* Es fácil de limpiar.

Negativo:
El cacito que soporta el café no es inoxidable, no tiene cromado alguno, Ha pasado menos de un año y está viejo y oxidado, con un aspecto que deberían de cambiarlo por otro material, de lo contrario perderán ustedes muchos clientes .
Tengo otras dos cafeteras similares a esta pero de otros fabricantes, alguna con cuatro años, y están impecables, está por culpa de este componente está hecha un asco.",José Ignacio Terán Valverde,Revisado en España el 1 de diciembre de 2022
"Bueno, bonito y barato","5,0 de 5 estrellas","Para mi la unica pega el espacio de la taza es algo pequeño, lo del sabor a plástico es mentira a medias, nadie lee hoy dia el fucking manual el caso es q debes drenar un depósito completo para q desaparezca el sabor todo indicado en las instrucciones... Café bueno y con cuerpo para mi bastante bien ten en cuenta q para lograr otra cosa te debes gastar unos 200€. Puedes usar café molido o cafe en grano q muelas en casa.
El café sale caliente, es importante pero en otras sale tibio, si lo quieres ardiendo te recomiendo q calientes como si fueras a calentar la leche con vapor y despues usar el calos pa echar el café.
Creo q fue una buena compra, el tiempo me lo demostrará...",Kulllaurens,Revisado en España el 6 de marzo de 2022
Sabor genial pero MUY sucio,"3,0 de 5 estrellas","La compré en blanco para que hiciera juego con La Cocina....no fue un pensamiento muy inteligente la verdad. Ya con el primer uso las gotas de café han teñido todo lo que tocan. Al ver esto he intentado limpiarla con todo tipo de producto...sin éxito claro. Todo el manejo es un poco rollo y muy sucio. Ahora, hace unos cafés buenísimos. Mi marido ha desistido por lo rollo que es, pero yo sigo utilizándola porque los cafés salen espumosos, cremosos y deliciosos. Sin duda cuanto más dinero te gastas normalmente mejor la calidad. Una cafetera en condiciones te cuesta hasta 1000€. Esta es de plástico y de baja calidad",Dorin Koepper,Revisado en España el 30 de septiembre de 2022
Muy contento (leer valoración),"5,0 de 5 estrellas","Tras la opiniones me lancé a comprarla. Pues me ha sorprendido muy gratamente. De sabor a plástico nada de nada, hay que leer y seguir las instrucciones. Es muy importante. También realizar un precalentamiento en el primer café del día, ya que limpia los conductos y tira el agua que se quedó en los conductos (de plástico) desde el dia anterior o días si no se usa mucho. De ahí, probablemente, el reporte de muchos sobre el sabor.
¿Los materiales? Pues sí, plástico. Pero para máquinas metálicas y acabados perfectos, hablamos de cafeteras que rozan el precio de 4 cifras.
El diseño clásico queda elegante en la cocina. Es lo que iba buscando.
Recomendación personal: Comprad el café en grano y adquirid un molinillo para molerlo. El café ya molido se seca, pierde muchas propiedades, el aceite, etc. Vais a notarlo una barbaridad ¡Disfrutad! :D",Ayusing,Revisado en España el 18 de noviembre de 2020
Es una buena cafetera que para quien le guste un café como el de los bares se asemeja bastante.,"4,0 de 5 estrellas","La tengo desde hace tiempo y no me ha dado ningún fallo. El único problema que he podido tener al cabo de 5 meses o así es que el filtro del café dejase de funcionar correctamente y la crema/espuma deja de aparecer al hacer el café. Se pueden comprar los filtros en la web del vendedor, unos 10€ el filtro, y hacemos una media de 4 o 5 cafés al día.
Por lo demás una buena cafetera con un buen diseño.",Raúl del Pino,Revisado en España el 23 de agosto de 2021
Diseño precioso,"4,0 de 5 estrellas","La cafetera es preciosa. Solo hemos hecho un par de cafes por que la he conprado para la bodega y no estamos ahí todos los días, pero tengo que decir que han salido bastante buenos muy parecido al del bar. De momento estamos contentos con ella, queda estupenda en la barra de la bodega y además el café sale rico, no se puede pedir más. Tube dudas a la hora de elegir, pero creo que he acertado.
Ah!!! y no huele ni sabe a plastico, que es una razón por la que tube dudas!!!",MARI CARMEN,Revisado en España el 22 de abril de 2021
Me esperaba otra cosa la verdad,"3,0 de 5 estrellas","La cafetera está muy bien, es fácil de usar, ocupa poco espacio, funciona bien. El sabor a plástico que muchos dicen al principio a mi no me pasó, hay que seguir las instrucciones de limpieza antes de usarla. El único problema que yo le veo es que el café no sale demasiado bueno, sale flojo, aguado, no sé. Me esperaba que el café saliese como mínimo, igual de bueno que en la nespresso ya que en esta cafetera utilizas café molido que siempre es mejor que de cápsula. En mi caso yo lo compro en grano y lo muelo yo misma y aún así sale un café mediocre. Además, el espumador de leche, suelta un montón de agua antes de ponerse a hacer vapor, tienes que tener cuidado de no poner la leche directamente porque se te arruina.
Otra cosa, cuando vas a poner y quitar el brazo donde pones el café molido, tienes que estar sujetando toda la cafetera porque parece que se va a desmontar, no se le ve demasiado resistente.
Para el precio que tiene yo pienso que podría ser algo mejor.",Encarniiabs,Revisado en España el 22 de noviembre de 2020
Buena cafetera,"4,0 de 5 estrellas","Buena, bonita y barata (La compré en oferta por 76€)
Tiene suficiente potencia para hacer buen café y aunque dude por los comentarios que decían que sabía a plástico yo no he tenido ese problema.
En la oficina tenemos una Saeco del mismo estilo y se notan las diferencias, sobre todo en los acabados, pero relación calidad precio esta cafetera es perfecta!
La única pega es el deposito del agua, que cuando está casi vacío no encaja bien y hace que se salga el agua. Problema que se soluciona llenando todos los días :)",Sergio,Revisado en España el 10 de diciembre de 2020
